message ID,message,ingroup_cohesion_manual,positionality,"Explicit comparison to an animal, machine or non-human substance",Moral disgust or indifference,Extreme negative evaluation,Denial of prosocial values and communality,Deindividuated entitative perception,Denial of agency,Dehumanising_outgroup,Confidence,Dehumanising_other,Dehumanising_other_target
262399,"Глава Еврокомиссии: рассмотрение заявки Украины на членство в ЕС займет недели, а не годы 
 
Посетившая сегодня Киев глава Европейской комиссии Урсула фон дер Ляйен передала президенту Владимиру Зеленскому опросник, который еще на один шаг приближает Украину к статусу кандидата в члены ЕС. 
 
Выступая на совместной пресс-конференции с Зеленским, она сказала, что Евросоюз готов всемерно поддерживать Украину с тем, чтобы процесс занял недели, а не годы. 
 
""Мы знаем многое друг о друге, потому что все последние годы мы работаем вместе настолько интенсивно, что это будет не так, как обычно - не годы на то, чтобы сформировать это мнение, - я думаю, это будет вопросом недель, если мы будем работать сообща"", - сказала она, обращаясь к Владимиру Зеленскому. 
 
Она заверила своего собеседника, что Россия будет все глубже погружаться в экономический, финансовый и технологический упадок, в то время как Украина будет маршем двигаться к европейскому будущему. 
 
Приняв из рук главы Еврокомиссии опросник в конверте, Зеленский сообщил журналистам, что он будет заполнен в течение недели. 
 
Глава европейской дипломатии Жозеп Боррель добавил, что ЕС выделит более 7 млн евро, чтобы помочь Украине собрать и представить в Международном уголовном суде доказательства совершенных Россией военных преступлений. 
 
Он также сообщил, что представители Евросоюза вскоре вернутся в Киев и что за ними последуют и сотрудники посольств, ранее эвакуированных из украинской столицы.",0,russia,0,0,0,0,0,0,0,3,,
380974,"⚡️ Зеленский подписал закон об уголовной ответственности за сотрудничество с Россией.

@opersvodki",0,russia,0,0,0,0,0,0,0,3,,
663570,"🔷 «Увидь во мне врага своего». Что означает для Зеленского суд над Порошенко 🔷

Редакция «Нового Издания» разбирается, какие имиджевые технологии применяет команда Порошенко и что на практике это означает для шестого главы государства. 

Подписаться / Прислать новость",0,ukraine_russian,0,0,0,0,0,0,0,3,,
696132,"⚡️⚡️⚡️Зеленский подписал заявку на вступление Украины в ЕС. Это поворотный момент, потому что война и то, как борется украинский народ, наваливая российским мразям, дает нам огромные шансы получить поддержку. На фоне нашей борьбы Западные лидеры не могут себе позволить дальше выглядеть импотентами. Так что, экспресс-процедура, которую поддерживает Польша, Словакия, точно поддержит Прибалтика - должна будет открыть нам путь в Европу. И в инвестиции для отстраивания страны после войны",2,ukraine_russian,0,1,1,0,0,0,0.5,3,,
705566,"🔥За добу 15 березня знищено три літаки рашистів, один гелікоптер, три безпілотники, - Повітряні сили

15 березня силами протиповітряної оборони Повітряних Сил ЗС України знищено три літаки рашистів. Однин поки не встановлено, а два – це винищувачі бомбардувальники Су-34. Також збито один ворожий вертоліт, три БПЛА оперативно-тактичного рівня та дві крилаті ракети.

Авіація Повітряних Сил завдавала ракетно-бомбових ударів і по наземних цілях. Група тактичного призначення у складі бомбардувальників Су-24м, штурмовиків Су-25, вертольотів Мі-24 армійської авіації, під прикриттям винищувачів здійснила дев’ять авіанальотів на колони ворожої техніки та скупчення військ рашистів.",0,ukraine_ukrainian,0,1,1,1,1,0,1,3,,
653892,"❗️Президент Украины Владимир Зеленский, несмотря на массовые убийства в Буче, будет продолжать переговоры с Россией.

Во время сегодняшней поездки президента в Бучу корреспондент Би-би-си спросил у Зеленского - считает ли он все еще возможным обсуждать мир с Россией?

«Да, потому что Украина должна обрести мир. Мы в Европе 21 века. Мы продолжим дипломатические и военные усилия», - сказал Зеленский.",2,ukraine_russian,0,0,0,0,0,0,0,3,,
397989,"США считают, что Россия последними действиями начала вторжение на территорию Украины — Байден

@truekpru",0,russia,0,0,0,0,0,0,0,3,,
706923,"🇨🇳 Сі Цзіньпін, можливо, попросив Путіна не починати вторгнення в Україну під час зимової Олімпіади, - Bloomberg

Оскільки США та Європа докладають все більш шалених зусиль, щоб стримати Росію від будь-якого вторгнення в Україну, президент Китаю Сі Цзіньпін може мати найбільший вплив на графік Володимира Путіна.

""Останнє, що потрібно Сі, це щоб Путін затьмарив великий момент Китаю, спровокувавши глобальну кризу безпеки у США та Європі"", - зауважують журналісти. Вони нагадують про особливо теплі стосунки між Китаєм та РФ останнім часом.

Китайський дипломат повідомив медійникам, що, можливо, Сі Цзіньпін попросив Путіна не вторгатися в Україну під час Ігор.

Ще 14 січня Міністерство закордонних справ Китаю нагадало, що всі країни повинні дотримуватися традиційної резолюції ООН про Олімпійське перемир’я ""від семи днів до початку Олімпійських ігор до семи днів після закінчення Паралімпійських ігор"". Це вікно з 28 січня по 20 березня.

Ініційована Китаєм відповідна резолюція ООН прийняли консенсусом минулого місяця.

Підписатись | Порадити друзям| Чат ЦН",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
72889,"❗️Путин в беседе с Моди заявил, что украинские силовики используют индийских студентов в Харькове как живой щит

Кремль",0,russia,0,0,0,1,0,0,0.5,3,,
429310,"Российские оккупационные войска хотели пересечь речку на Николаевщине, но что-то пошло не так.

Реальная Война",0,ukraine_russian,0,0,0,0,0,0,0,3,,
214416,"😱Российские военные насильно вывезли из роддома Мариуполя рожениц и врачей.

Всего депортации подверглись около 70 женщин и врачей роддома №2, сообщила украинский омбудсмен Людмила Денисова. 

Речь идёт о другом роддоме осаждённого города. 9 марта российские «освободители» уже обстреляли отделение больницы № 3. Тогда погибли три человека, в том числе ребёнок.",0,russia,0,0,0,0,0,0,0,3,,
42022,"❗️Социальная сеть Instagram перестанет показывать подписки пользователей в РФ и на Украине, говорится в заявлении компании Meta, которой принадлежит соцсеть. 

""Чтобы защитить сообщества в Украине и России, мы будем скрывать информацию о подписчиках людей, о тех, на кого они подписаны, и людей, кто подписан друг на друга в личных аккаунтах, расположенных в этих странах"", - говорится в сообщении. Отмечается, что публикации ""историй"", содержащих ссылки на российские государственные СМИ, будут понижены в выдаче, а также помечены, ""чтобы люди могли знать, что они ведут на сайты российских госСМИ"".",0,russia,0,0,0,0,0,0,0,3,,
604308,"⚡️По меньшей мере 1207 гражданских лиц были убиты или ранены в Украине с начала российской агрессии - Управление верховного комиссара ООН по правам человека.

👉🏻 ПОДПИСАТЬСЯ
Прислайте сюда то что сняли в городе -  ➡️ @Kiev_obstanovka_bot ⬅️",0,ukraine_russian,0,0,0,0,0,0,0,3,,
442576,"ВСУ взяли в плен российского майора Дмитрия Шишканова, ранее служившего в ВСУ и предавшего присяге.",0,ukraine_russian,0,0,0,0,0,0,0,3,,
707442,"А 9 мая в Берлине будет жарко. Там рашисты попытаются отметить с размахом 9 мая в стиле победобесия. Но что-то мне подсказывает, что украинцы это воспримут враждебно. В лучшем случае будет несколько кровавых мордобоев. В худшем... При худшем развитии сценария я не завидую полицейским и понимаю, что русню приедут пиздить не только украинцы. Извините за прямоту. Просто местной полиции уже известно, что в Берлин на 9 мая едут ультрас из Польши и Британии. Едут не для того чтоб устроить махач друг с другом. При этом ""фирмы"" поляков и бритов считаются самыми оторваными и жёсткими в Европе. Так что... это будет тот ещё день Победы. ))",0,ukraine_russian,0,1,1,1,1,1,1,3,,
247914,"Итоги недели с Михаилом Фишманом 

ДАННОЕ СООБЩЕНИЕ (МАТЕРИАЛ) СОЗДАНО И (ИЛИ) РАСПРОСТРАНЕНО ИНОСТРАННЫМ СРЕДСТВОМ МАССОВОЙ ИНФОРМАЦИИ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА, И (ИЛИ) РОССИЙСКИМ ЮРИДИЧЕСКИМ ЛИЦОМ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА

📌 Никто кроме Путина не знает, будет ли война с Украиной, но последние несколько месяцев мир живет в тревожном ожидании начала боевых действий. Западные политики проводят переговоры с Киевом и Москвой, чтобы снизить напряженность. Как Россия и мир готовятся к возможной войне? 

📌 Навального будут судить прямо в колонии, канскому подростку Никите Уварову дали пять лет по «делу Minecraft», а активистку Дарью Серенко отправили в спецприемник за пост с символикой «Умного голосования». Как и за что судили в России на этой неделе?

📌 Зарему Мусаеву, которую чеченские силовики похитили из Нижнего Новгорода, продолжают держать в СИЗО. В суде она заявила, что «тихо умирает» в заключении, однако ее оставили под стражей. Рассказываем о происходящем с семьей Янгулбаевых и есть ли перспектива у петиции за отставку Кадырова

Смотрите полный выпуск программы «И так далее с Михаилом Фишманом» на сайте Дождя",0,russia,0,0,0,0,0,0,0,3,,
101506,"⚡️ВИДЕО 18+⚡️Как идут реальные бои на «Азовстали» 20.04.22⚡️

Проект @wargonzo в очередной раз отправился вместе со своим штурмовыми отрядами сводной группировки ДНР и РФ на самую передовую в Мариуполе, где наши подразделения освобождают и зачищают от неонацистов завод «Азовсталь». 

Смотрите эксклюзивные кадры боестолкновений и комментарии бойцов спецназа ЦСО МВД ДНР о том, как проходит операция по зачистке огромной промзоны, ставшей главным укрепрайона для боевиков-неонацистов из «Азова».

*наш проект существует на средства подписчиков, карта для помощи
4279 3806 9842 9521",1,russia,0.5,0,1,1,0,0.5,1,2,,
454542,⚡️⚡️⚡️Російські військові захопили Каховську ГЕС на Херсонщині. Наступ вони почали з окупованого Криму - через всі пункти перетину. Завдали більше 30 ударів   по об'єктах цивільної та військової інфраструктури України.,0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
433070,"Како-то сюрр. Оккупант совершает намаз на фоне украинской православной церкви.

Реальная Война",0,ukraine_russian,0,0,0,0,0,0,0,3,,
671358,"Виктор Пинчук буквально накануне начала войны с Россией улетел из Украины. В тоже время Ринат Ахметов находится в Украине.

Об этом говорится в статье «Украинской правды».

Как известно, 23 февраля в 18:00 президент собрал олигархов у себя в Офисе, то есть, за 11 часов до наступления Путина. Он обратился к ним с просьбой не покидать страну, но прислушались не все. 

Виктор Пинчук прилетел на встречу с Зеленским 23 февраля, и в тот же вечер его борт вернулся в Лондон. 

Он покинул страну после встречи с Зеленским. Затем борт никуда не летал, а 4 марта прилетел в словацкий город Кошице близ границы с Украиной. На следующий день - в Ниццу сразу вернулся в Лондон. Предположительно, визит в Кошице мог быть связан с эвакуацией из Украины кого-то из окружения олигарха.

Как и Пинчук, Ринат Ахметов прилетел в Украину 23 февраля за несколько часов до встречи с Зеленским. И буквально сразу борт Ахметова улетел в Женеву, а на следующий день - в Будапешт. В пресс-службе Ахметова сообщили, что бизнесмен в Украине. Это подтверждают и источники издания.

Самолет Вадима Новинского за несколько часов до наступления российских войск покинул Украину в направлении аэропорта Кошице (Словакия). В тот же день произошел перелет в Дрезден, оттуда - в Санкт-Петербург и в Таллин. Сейчас борт в Вене

Сам Новинский заявил, что он в Киеве с женой. Перелеты самолета он объяснил тем, что помогал знакомым с перевозкой родственников.

Что касается Коломойского, то с начала войны он, как и все 3 года до этого, в Украине. Он не покидает страну, чтобы не быть экстрадированным в США.",0,ukraine_russian,0,0,0,0,0,0,0,3,,
30747,"В Минобороны России сделали ряд заявлений:

— Практически полностью уничтожены воздушные силы Украины и система противовоздушной обороны, перестали существовать ВМС страны.

— Операция на Украине проводится строго по утвержденному плану, безусловный приоритет — исключение напрасных жертв среди мирного населения. Высокоточными средствами аккуратно уничтожаются объекты военной инфраструктуры, техника и вооружение.

— Российские военные перехватили шифрограммы с секретным приказом командующего нацгвардией Украины Балана от 22 января с планом подготовки к наступлению в Донбассе. Её планировалось завершить до 28 февраля, чтобы в марте приступить к выполнению боевых задач. 

— Российскими войсками заблокированы Киев, Харьков, Чернигов, Сумы и Николаев, под полным контролем находятся Херсонская и большая часть Запорожской области.

— За месяц потери украинских войск составили порядка 30 тысяч человек: 14 тысяч — безвозвратные и около 16 тысяч — санитарные. Из находившихся на 24 февраля в боевом составе украинской армии 2 416 танков и других боевых бронемашин уничтожены 1 587.

— К сожалению, в ходе специальной военной операции есть потери среди наших боевых товарищей. На сегодня погиб 1 351 военнослужащий, 3 825 получили ранения.

— В целом основные задачи первого этапа операции выполнены. Существенно снижен боевой потенциал вооруженных сил Украины, что позволяет сосредоточить основные усилия на достижении главной цели – освобождении Донбасса. 

—  Украинская группировка в Донбассе с начала операции потеряла 16 тысяч из 59 тысяч человек, или 26%. Из них больше 7 тысяч — безвозвратные потери. 

— Практически полностью остановлено снабжение украинских войск ракетами и боеприпасами, горючим и продовольствием.

— ЛНР освободила 93% территории республики, ДНР – 54%. Бои за Мариуполь продолжаются.",1,russia,0,0,0,0,0,0.5,0.5,2,,
770030,"Взгляд очень хорошо указал на комика уклониста, но есть ещё несколько важных моментов о которых стоит упомянуть в теме с тотальной мобилизацией женщин в армию Украины:

1. Генерал Сергей Кривонос (бывший замком ССО) будучи зам секретаря СНБО Украины прямо заявил, что желающих воевать нет, и большинство украинцев готовы стать дезертирами;

2. По всей видимости основная задача этого шага - показать западным ”партнерам” серьезность намерений Зеленского воевать с Россией. Настолько серьезных, что он готов пожертвовать женщинами (матерями, дочерьми, жёнами и сёстрами). Видимо следующим указом он создаст фолькштурм и зелеюгент;

3. Бюджет страны пуст, западная помощь откладывается, а зарплаты армии и СБУ платить надо, а за уклонение от постановки на военный учёт штраф 1000 грн. И это вполне рабочий вариант наполнения бюджета, кроме всего прочего;

4. Депопуляция Украины достигла таких масштабов, что даже в случае тотальной мобилизации ВСУ не смогут закрыть все свои потребности в живой силе. А женщины помогут залатать дыры на второстепенных позициях и в тылу;

5. Важную роль играет очевидное злоупотребление Зеленским наркотиков. Его поведение напоминает бредовую эйфорию немецкого фюрера, который грезил о вундерваффе, украинский фюрер тоже мечтает о подобном;

6. Военкомы сейчас в экстазе, представьте какой поток взяток потечёт в военные комиссариаты;

7.  Данной хлопушкой получилось весьма неплохо сместить фокус внимания общества с социально-экономических проблем на военно-политическую проблематику.


В итоге, мы видим, что поле для манёвра у Зеленского сужается драматически и довольно спорные решения (действенные сегодня) закладывают мину не только под будущее самого Президента но и под всю страну. 
@OpenUkraine",0,ukraine_russian,0.5,0,0.5,0.5,1,0.5,0,1,"0.5, 1","ukrainians, Volodymir Zelenskyy"
109951,Украинская сторона в ходе второго раунда переговоров с РФ продемонстрировала договороспособность — Слуцкий 🤝,0,russia,0,0,0,0,0,0,0,3,,
516732,"План вторгнення росії в деякому сенсі вже почав реалізовуватися, - Джонсон

Прем'єр-міністр Великобританії Борис Джонсон впевнений, що план вторгнення росії в Україну вже почав в деякому сенсі реалізовуватися. На його думку, це може свідчити про майбутню найбільшу війну в Європі з 1945 року.

За його словами, є всі ознаки того, що російське вторгнення в Україну є неминучим.

""Справа в тому, що за всіма ознаками план вже в якомусь сенсі почався"", - зазначив Джонсон.

Він підкреслив, що президент США Джо Байден попередив західних лідерів про те, що російські війська планують вторгнутися не тільки з Донбасу, але й з Білорусі і піти на Київ.

@operativnoZSU",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
752248,"Сохранил для истории: Арахамия рассказал, как РФ предлагала Украине договор о капитуляции

Глава фракции ""Слугa народа"" заявил, что изначально российские переговорщики позволяли себе ультиматумы. После успехов ВСУ на фронте эти требования годятся лишь для музея победы Украины.

Подробнее⬅️",0,ukraine_russian,0,0,0,0,0,0,0,3,,
23978,"Западные страны игнорируют проблему жестокого обращения с российскими военнопленными на Украине — Минобороны

Как заявил генерал-полковник Михаил Мизинцев, Россия известила о фактах издевательств со стороны украинских военных международные организации. Однако, генсек НАТО Столтенберг, сначала призвавший провести расследования сообщений о военных преступлениях Украины, затем отказался комментировать видео об убийствах российских военнопленных.

«Страны так называемого «цивилизованного Запада», ООН, ОБСЕ, Международный Комитет Красного Креста, а также другие международные правозащитные организации, проявляя полное безразличие к гуманитарным вопросам, инициированным Российской Федерацией, до настоящего времени никак не отреагировали на заявления российской стороны о чудовищных пытках и жестоких расправах над российскими военнопленными», — заявил Мизинцев.

Как сообщала Readovka, представитель ООН ранее также призывал провести расследование сообщений о нарушениях прав человека на Украине.",0,russia,0,0,1,1,0,0,0.5,3,,
365567,"⚡️На Украине разблокировали ""ВКонтакте"": в МВД призывают граждан деморализовать противника информационной войной.

⚡️Глава Минцифры Федоров: ""Я звертаюся до всіх українських Youtube-блогерів. Об'єднуйтеся та запускайте 24/7 трансляцію російською мовою для громадян РФ. Ми зробимо все, щоб вона була в ТОПі. Ми допоможемо з контентом!""

Украина и их кураторы из США и ЕС запускают информационную фазу войны.",0,russia,0,0,0,0,0,0.5,0.5,2,,
508140,"Підсумки дня від Міністерства оборони України 

▪️Орієнтовно 21 200 осіб - втрати рашистів
▪️Українські захисники знищили російський танк з відстані 4,5 км
▪️ЗСУ відбили 10 атак ворога, ліквідували 33 одиниці важкого озброєння та збили 15 повітряних цілей
▪️Наші Захисники продовжують тримати оборону Азовсталі в Маріуполі
🎞 Більше - у хроніці 5️⃣8️⃣ доби героїчного протистояння українського народу російським окупантам.

@operativnoZSU",2,ukraine_ukrainian,0,1,1,1,1,0,1,3,,
687278,"🕯🇺🇦 Погиб воин-защитник из Каменского

11 апреля погиб солдат Секретенко Кирилл Сергеевич, до последнего сдерживая врага и защищая независимость Украины.

Выражаем искренние соболезнования родным и близким погибшего😥

Кирилл Секретенко родился 22 декабря 1992 года, окончил Днепродзержинский энергетический техникум и работал в конвертерном цехе металлургического комбината.  Начиная с 2020 года проходил службу в ВСУ.  Без сына осталась мать.

 Вечная память и слава Герою! 🇺🇦

📆Панихида за погибшим воином состоится 20 апреля в 12:00 в Свято-Николаевском соборе, похоронят воина в 13:00 на кладбище по ул. Романковской.",1,ukraine_russian,0,0,1,0,1,0,0.5,3,,
734542,"⚡️Коментарі росіян після новини про те, що ухвалено рішення зменшити активність на Київському та Чернігівському напрямках.

BLACKLIST IF | Надіслати інфо",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
159354,"Полный американский санкционный список от 22 февраля:

Под санкции попали прежде всего ""Внешэкономбанк"" (ВЭБ) и ""Промсвязьбанк"" (ПСБ), а также их 42 дочерние компании, так как ""ВЭБ имеет решающее значение для способности России привлекать средства, а ПСБ - для российского оборонного сектора"".

""Эти санкции гарантируют, что ВЭБ и ""Промсвязьбанк"" больше не смогут вести бизнес в США и будут отрезаны от американской финансовой системы. Все активы, находящиеся под юрисдикцией США, будут немедленно заморожены, а американским физическим и юридическим лицам запрещено вести дела с этими учреждениями без разрешения OFAC. Это сразу ухудшит способность ВЭБ и Промсвязьбанка выполнять базовые функции в международной финансовой системе"", - отметили в Минфине.

Блокируется имущество и доли в имуществе следующих дочерних компаний ВЭБ:

ОАО Банк БЕЛВЭБ (расположен в Беларуси)
ОАО ""ВЭБ-лизинг"" - лизинговая компания, расположенная в России
""Проминвестбанк"" - банк, работающий в Украине
""ВЭБ Капитал"" - финансовая компания в России
ООО ""ВЭБ Инжиниринг"" - компания по оказанию услуг по реализации инвестиционных проектов, расположенная в России
АО ""Инфравэб"" - компания по сопровождению инвестиционных проектов, расположенная в России
АО ""ВЭБ.ДВ"" - компания по сопровождению инвестиционных проектов, расположенная в России
VEB Asia Limited - финансовая компания, расположенная в Гонконге
ООО ""Инфраструктура Молжаниново"" - электроэнергетическая компания, расположенная в России
ООО ""Курорт Золотое Кольцо"" - строительная компания, расположенная в России
АО ""Российский экспортный центр"" - экспортно-ориентированная компания, расположенная в России
ООО ""ВЭБ Венчурс"" - финансовая компания, расположенная в России
ООО ""ВЭБ Сервис"" - консалтинговая компания в области бизнеса и управления, расположенная в России
ООО ""Специальная организация проектного финансирования ""Фабрика проектного финансирования"" - финансовая компания, расположенная в России
ООО ""Группа СИБУГЛЕМЕТ"" - угледобывающая компания, расположенная в России
АО ""АНГСТРЕМ-Т"" - технологическая компания, расположенная в России
ООО ""НМ-ТЕХ"" - технологическая компания, расположенная в России
ЗАО ""СЛАВА"" - риелторская компания, расположенная в России
АО ""ПФК ЦСКА"" - спортивно-развлекательная компания, расположенная в России
ООО ""Торговый Квартал-Новосибирск"" - лизинговая компания, расположенная в России
ООО ""Байкал Центр"" - строительная компания, расположенная в России
ООО ""Прогород"" - инфраструктурная компания, расположенная в России
ООО ""ВЭБ.РФ Управление Активами"" - финансовая компания, расположенная в России
АО ""Росэксимбанк"" - учреждение поддержки экспорта, расположенное в России, а также коммерческий банк, регулируемый Центральным банком Российской Федерации
ОАО ""Российское агентство по страхованию экспортных кредитов и инвестиций"" - страховое агентство, расположенное в России.
Блокируется имущество и доли в имуществе следующих дочерних обществ ""Промсвязьбанка"":",0,russia,0,0,0,0,0,0,0,3,,
631236,"⚡️Генштаб ВСУ сообщает, что в Украину введены две трети доступных России батальонных тактических групп",0,ukraine_russian,0,0,0,0,0,0,0,3,,
397536,"Зеленский сам упустил возможности переговоров по безопасности — Лавров

@truekpru",0,russia,0,0,0,0,0,0,0,3,,
404997,"Сейчас российские пропагандоны распространяют это фейковое видео со словами: «Зеленский дал приказ укрофашистам атаковать Белгородскую область». 

Но постановка паршивая, сценарий не доработали, режиссёру двойка с минусом. Никто даже не зиганул. 

На что только не идёт мордорская пропаганда, чтобы оправдать свои злодеяния в Украине. 

ТРУХА⚡️Украина | Прислать новость",0,ukraine_russian,1,1,1,1,1,1,1,3,,
490800,"🛒 Французька мережа супермаркетів та гіпермаркетів Auchan все ж відмовляється йти із російського ринку. 

«Зеленський дуже смілива людина, яку я поважаю. Але ці слова [про те, що компанія спонсорує російську військову машину] несправедливі. Марно нацьковувати людей одне на одного. Найголовніше для нас — зберегти наших співробітників та забезпечити виконання нашої основної місії — продовжувати годувати населення цих двох країн. У нас ніколи не було іншої мети. Я готовий прийняти громадську думку, яка з нами не згодна. Нас легко критикувати, але ми є, ми відкриті та діємо для цивільного населення», — заявив генеральний директор компанії Ів Клод в інтервʼю Journal du Dimanche",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
82403,"🔞🇷🇺🇺🇦 Ну вот, допустим, кадры из Мотыжина. Братская могила невинно убиенных, конечно же, российской стороной мирных жителей. 

Нашли ВСУшники оперативно. Раскопали. 

А кровь-то почему не запеклась? Да и цвет кожи какой-то не соответствующий давным-давно остывшему трупу. 
#Россия #Украина #фейк
@rybar

*Поддержать нас: 4377 7278 0407 7977",0,russia,0,1,1,1,0,0,0.5,3,,
496316,"Хуйло заявило о готовности предоставить Петру Порошенко политическое убежище в 🐷🐶, такой день ¯\_(ツ)_/¯

Мерч ХХ | ХХ в Facebook",0,ukraine_russian,1,1,0.5,1,1,1,1,3,,
177805,"ВСУ решили дальше продолжать кино с Бучей и сегодня ночью обстреляли село Дергачи, на северо-востоке от Харькова. 

В Дергачах нет наших войск, как впрочем и нет всушников, однако огонь по Дергачам велся всю ночь и село буквально засыпали кассетными боеприпасами. 

Утром в село приехали представители украинской власти и под камеры начали эвакуацию населения в Полтаву. Понятно, что сейчас вновь начнётся вой и стенания, мол русские такие-сякие, бьют по мирным жителям. 

Повторюсь, в самом селе нет и не было ни наших гарнизонов, ни украинских, все это продолжение страшной трагикомедии, что исполняет киевская клика. Выжженная земля, расстрелянные мирные жители и последующий новостной фарс, с лживыми слезами украинских политиков.",2,russia,0,1,1,1,0,1,1,2,,
395054,"Запорожская и Чернобыльская АЭС продолжают оставаться под управлением украинского персонала, которому российские специалисты оказывают консультативную помощь, говорится в заявлении госкорпорации ""Росатом"".

@truekpru",0,russia,0,0,0,0,0,0,0,3,,
348254,"Зеленский утверждает, что ""все страны Европы"" согласовали отключение России от SWIFT

@ovsyanka",0,russia,0,0,0,0,0,0,0,3,,
540570,"Каховка, митинг против оккупантов.

Каховка — это Украина!

Труха⚡️Днепр
Прислать новость 📸",1,ukraine_russian,0,0,0,0,0,0,0,3,,
348869,"🏛 Институт философии РАН уходит в интеллектуальное подполье?

31 марта в Институте философии РАН было созвано общее собрание коллектива, на котором руководство разъяснило сотрудникам «правила игры» в новой социально-политической реальности.

Директор института академик Абдусалам Гусейнов сообщил, что боевые действия на Украине обозначили не только масштабное военно-политическое, но и социокультурное противостояние России и Запада, которое ставит вопрос о государственной идеологии. Первый заместитель директора Андрей Смирнов многозначительно сообщил, что накануне он был в Администрации Президента РФ, где было сказано, что у нас раньше не уделяли внимание философии, а теперь будут обращать на нее внимание, и что нам нужно не повторять философию западную, а разрабатывать «нашу философию». Со своей стороны, первый заместитель Гусейнова выказал готовность быстро наладить производство такой философии в Институте. Когда сотрудники услышали о такой перспективе, в зале раздалось недовольное шипение. Пытаясь его успокоить, Смирнов с ухмылкой заметил, что «к этому надо относиться философски». Руководители Института философии дали понять коллективу, что пора переходить на режим работы, который был хорошо освоен еще в 1970-е годы, – когда думали одно, а говорили и публиковали совсем другое, когда под видом «критики западной философии» они занимались ее пропагандой в нашей стране.

Аргументы.ру",2,russia,0,0,0,0,0,0,0,3,,
